activityId:ID,category,subcategory,city,:LABEL
61,话剧歌剧,话剧,济南,activity
62,话剧歌剧,话剧,济南,activity
63,话剧歌剧,话剧,济南,activity
64,演唱会,其他演唱会,广州,activity
65,演唱会,其他演唱会,广州,activity
66,演唱会,其他演唱会,广州,activity
67,演唱会,其他演唱会,广州,activity
68,演唱会,其他演唱会,广州,activity
69,演唱会,其他演唱会,广州,activity
70,演唱会,其他演唱会,广州,activity
71,演唱会,其他演唱会,广州,activity
72,演唱会,其他演唱会,广州,activity
73,音乐会,其他音乐会,天津,activity
74,音乐会,其他音乐会,天津,activity
75,音乐会,其他音乐会,天津,activity
76,音乐会,其他音乐会,天津,activity
77,音乐会,其他音乐会,天津,activity
78,音乐会,其他音乐会,天津,activity
79,音乐会,其他音乐会,天津,activity
80,音乐会,其他音乐会,天津,activity
81,音乐会,其他音乐会,天津,activity
82,音乐会,其他音乐会,杭州,activity
83,音乐会,其他音乐会,杭州,activity
84,音乐会,其他音乐会,杭州,activity
85,音乐会,其他音乐会,杭州,activity
86,音乐会,其他音乐会,杭州,activity
87,音乐会,其他音乐会,杭州,activity
88,音乐会,其他音乐会,杭州,activity
89,音乐会,其他音乐会,杭州,activity
90,音乐会,其他音乐会,杭州,activity
91,展览休闲,展会,长沙,activity
92,展览休闲,展会,长沙,activity
93,展览休闲,展会,长沙,activity
94,展览休闲,展会,长沙,activity
95,展览休闲,展会,长沙,activity
96,展览休闲,展会,长沙,activity
97,展览休闲,展会,长沙,activity
98,展览休闲,展会,长沙,activity
99,展览休闲,展会,长沙,activity
100,演唱会,其他演唱会,沈阳,activity
101,演唱会,其他演唱会,沈阳,activity
102,演唱会,其他演唱会,沈阳,activity
103,演唱会,其他演唱会,沈阳,activity
104,演唱会,其他演唱会,沈阳,activity
105,演唱会,其他演唱会,沈阳,activity
106,演唱会,其他演唱会,沈阳,activity
107,演唱会,其他演唱会,沈阳,activity
108,演唱会,其他演唱会,沈阳,activity
109,演唱会,其他演唱会,南京,activity
110,演唱会,其他演唱会,南京,activity
111,演唱会,其他演唱会,南京,activity
112,演唱会,其他演唱会,南京,activity
113,演唱会,其他演唱会,南京,activity
114,演唱会,其他演唱会,南京,activity
115,演唱会,其他演唱会,南京,activity
116,演唱会,其他演唱会,南京,activity
117,演唱会,其他演唱会,南京,activity
118,演唱会,其他演唱会,杭州,activity
119,演唱会,其他演唱会,杭州,activity
120,演唱会,其他演唱会,杭州,activity
121,演唱会,其他演唱会,杭州,activity
122,演唱会,其他演唱会,杭州,activity
123,演唱会,其他演唱会,杭州,activity
124,演唱会,其他演唱会,杭州,activity
125,演唱会,其他演唱会,杭州,activity
126,演唱会,其他演唱会,杭州,activity
127,演唱会,流行,惠州,activity
128,演唱会,流行,惠州,activity
129,演唱会,流行,惠州,activity
130,演唱会,流行,惠州,activity
131,演唱会,流行,惠州,activity
132,演唱会,流行,惠州,activity
133,演唱会,流行,惠州,activity
134,演唱会,流行,惠州,activity
135,演唱会,流行,惠州,activity
136,曲苑杂坛,戏曲,上海,activity
137,曲苑杂坛,戏曲,上海,activity
138,曲苑杂坛,戏曲,上海,activity
139,曲苑杂坛,戏曲,上海,activity
140,曲苑杂坛,戏曲,上海,activity
141,曲苑杂坛,戏曲,上海,activity
142,曲苑杂坛,戏曲,上海,activity
143,曲苑杂坛,戏曲,上海,activity
144,曲苑杂坛,戏曲,上海,activity
145,展览休闲,特色体验,哈尔滨,activity
146,展览休闲,特色体验,哈尔滨,activity
147,展览休闲,特色体验,哈尔滨,activity
148,展览休闲,特色体验,哈尔滨,activity
149,展览休闲,特色体验,哈尔滨,activity
150,展览休闲,特色体验,哈尔滨,activity
151,展览休闲,特色体验,哈尔滨,activity
152,展览休闲,特色体验,哈尔滨,activity
153,展览休闲,特色体验,哈尔滨,activity
154,演唱会,流行,江门,activity
155,演唱会,流行,江门,activity
156,演唱会,流行,江门,activity
157,演唱会,流行,江门,activity
158,演唱会,流行,江门,activity
159,演唱会,流行,江门,activity
160,演唱会,流行,江门,activity
161,演唱会,流行,江门,activity
162,演唱会,流行,江门,activity
163,话剧歌剧,音乐剧,杭州,activity
164,话剧歌剧,音乐剧,杭州,activity
165,话剧歌剧,音乐剧,杭州,activity
166,话剧歌剧,音乐剧,杭州,activity
167,话剧歌剧,音乐剧,杭州,activity
168,话剧歌剧,音乐剧,杭州,activity
169,话剧歌剧,音乐剧,杭州,activity
170,话剧歌剧,音乐剧,杭州,activity
171,话剧歌剧,音乐剧,杭州,activity
172,话剧歌剧,话剧,济南,activity
173,话剧歌剧,话剧,济南,activity
174,话剧歌剧,话剧,济南,activity
175,话剧歌剧,话剧,济南,activity
176,话剧歌剧,话剧,济南,activity
177,话剧歌剧,话剧,济南,activity
178,话剧歌剧,话剧,济南,activity
179,话剧歌剧,话剧,济南,activity
180,话剧歌剧,话剧,济南,activity
181,演唱会,其他演唱会,杭州,activity
182,演唱会,其他演唱会,杭州,activity
183,演唱会,其他演唱会,杭州,activity
184,演唱会,其他演唱会,杭州,activity
185,演唱会,其他演唱会,杭州,activity
186,演唱会,其他演唱会,杭州,activity
187,演唱会,其他演唱会,杭州,activity
188,演唱会,其他演唱会,杭州,activity
189,演唱会,其他演唱会,杭州,activity
190,演唱会,其他演唱会,江门,activity
191,演唱会,其他演唱会,江门,activity
192,演唱会,其他演唱会,江门,activity
193,演唱会,其他演唱会,江门,activity
194,演唱会,其他演唱会,江门,activity
195,演唱会,其他演唱会,江门,activity
196,演唱会,其他演唱会,江门,activity
197,演唱会,其他演唱会,江门,activity
198,演唱会,其他演唱会,江门,activity
199,话剧歌剧,话剧,杭州,activity
200,话剧歌剧,话剧,杭州,activity
201,话剧歌剧,话剧,杭州,activity
202,话剧歌剧,话剧,杭州,activity
203,话剧歌剧,话剧,杭州,activity
204,话剧歌剧,话剧,杭州,activity
205,话剧歌剧,话剧,杭州,activity
206,话剧歌剧,话剧,杭州,activity
207,话剧歌剧,话剧,杭州,activity
208,体育,球类运动,天津,activity
209,体育,球类运动,天津,activity
210,体育,球类运动,天津,activity
211,体育,球类运动,天津,activity
212,体育,球类运动,天津,activity
213,体育,球类运动,天津,activity
214,体育,球类运动,天津,activity
215,体育,球类运动,天津,activity
216,体育,球类运动,天津,activity
217,曲苑杂坛,魔术,长沙,activity
218,曲苑杂坛,魔术,长沙,activity
219,曲苑杂坛,魔术,长沙,activity
220,曲苑杂坛,魔术,长沙,activity
221,曲苑杂坛,魔术,长沙,activity
222,曲苑杂坛,魔术,长沙,activity
223,曲苑杂坛,魔术,长沙,activity
224,曲苑杂坛,魔术,长沙,activity
225,曲苑杂坛,魔术,长沙,activity
226,展览休闲,特色体验,成都,activity
227,展览休闲,特色体验,成都,activity
228,展览休闲,特色体验,成都,activity
229,展览休闲,特色体验,成都,activity
230,展览休闲,特色体验,成都,activity
231,展览休闲,特色体验,成都,activity
232,展览休闲,特色体验,成都,activity
233,展览休闲,特色体验,成都,activity
234,展览休闲,特色体验,成都,activity
235,演唱会,其他演唱会,杭州,activity
236,演唱会,其他演唱会,杭州,activity
237,演唱会,其他演唱会,杭州,activity
238,演唱会,其他演唱会,杭州,activity
239,演唱会,其他演唱会,杭州,activity
240,演唱会,其他演唱会,杭州,activity
241,演唱会,其他演唱会,杭州,activity
242,演唱会,其他演唱会,杭州,activity
243,演唱会,其他演唱会,杭州,activity
244,话剧歌剧,话剧,青岛,activity
245,话剧歌剧,话剧,青岛,activity
246,话剧歌剧,话剧,青岛,activity
247,话剧歌剧,话剧,青岛,activity
248,话剧歌剧,话剧,青岛,activity
249,话剧歌剧,话剧,青岛,activity
250,话剧歌剧,话剧,青岛,activity
251,话剧歌剧,话剧,青岛,activity
252,话剧歌剧,话剧,青岛,activity
253,曲苑杂坛,其他曲苑杂坛,大连,activity
254,曲苑杂坛,其他曲苑杂坛,大连,activity
255,曲苑杂坛,其他曲苑杂坛,大连,activity
256,曲苑杂坛,其他曲苑杂坛,大连,activity
257,曲苑杂坛,其他曲苑杂坛,大连,activity
258,曲苑杂坛,其他曲苑杂坛,大连,activity
259,曲苑杂坛,其他曲苑杂坛,大连,activity
260,曲苑杂坛,其他曲苑杂坛,大连,activity
261,曲苑杂坛,其他曲苑杂坛,大连,activity
262,舞蹈芭蕾,舞蹈,宁波,activity
263,舞蹈芭蕾,舞蹈,宁波,activity
264,舞蹈芭蕾,舞蹈,宁波,activity
265,舞蹈芭蕾,舞蹈,宁波,activity
266,舞蹈芭蕾,舞蹈,宁波,activity
267,舞蹈芭蕾,舞蹈,宁波,activity
268,舞蹈芭蕾,舞蹈,宁波,activity
269,舞蹈芭蕾,舞蹈,宁波,activity
270,舞蹈芭蕾,舞蹈,宁波,activity
271,儿童亲子,其他儿童亲子,昆明,activity
272,儿童亲子,其他儿童亲子,昆明,activity
273,儿童亲子,其他儿童亲子,昆明,activity
274,儿童亲子,其他儿童亲子,昆明,activity
275,儿童亲子,其他儿童亲子,昆明,activity
276,儿童亲子,其他儿童亲子,昆明,activity
277,儿童亲子,其他儿童亲子,昆明,activity
278,儿童亲子,其他儿童亲子,昆明,activity
279,儿童亲子,其他儿童亲子,昆明,activity
280,演唱会,其他演唱会,上海,activity
281,演唱会,其他演唱会,上海,activity
282,演唱会,其他演唱会,上海,activity
283,演唱会,其他演唱会,上海,activity
284,演唱会,其他演唱会,上海,activity
285,演唱会,其他演唱会,上海,activity
286,演唱会,其他演唱会,上海,activity
287,演唱会,其他演唱会,上海,activity
288,演唱会,其他演唱会,上海,activity
289,音乐会,其他音乐会,上海,activity
290,音乐会,其他音乐会,上海,activity
291,音乐会,其他音乐会,上海,activity
292,音乐会,其他音乐会,上海,activity
293,音乐会,其他音乐会,上海,activity
294,音乐会,其他音乐会,上海,activity
295,音乐会,其他音乐会,上海,activity
296,音乐会,其他音乐会,上海,activity
297,音乐会,其他音乐会,上海,activity
298,演唱会,其他演唱会,深圳,activity
299,演唱会,其他演唱会,深圳,activity
300,演唱会,其他演唱会,深圳,activity
301,演唱会,其他演唱会,深圳,activity
302,演唱会,其他演唱会,深圳,activity
303,演唱会,其他演唱会,深圳,activity
304,演唱会,其他演唱会,深圳,activity
305,演唱会,其他演唱会,深圳,activity
306,演唱会,其他演唱会,深圳,activity
307,话剧歌剧,话剧,杭州,activity
308,话剧歌剧,话剧,杭州,activity
309,话剧歌剧,话剧,杭州,activity
310,话剧歌剧,话剧,杭州,activity
311,话剧歌剧,话剧,杭州,activity
312,话剧歌剧,话剧,杭州,activity
313,话剧歌剧,话剧,杭州,activity
314,话剧歌剧,话剧,杭州,activity
315,话剧歌剧,话剧,杭州,activity
316,演唱会,其他演唱会,深圳,activity
317,演唱会,其他演唱会,深圳,activity
318,演唱会,其他演唱会,深圳,activity
319,演唱会,其他演唱会,深圳,activity
320,演唱会,其他演唱会,深圳,activity
321,演唱会,其他演唱会,深圳,activity
322,演唱会,其他演唱会,深圳,activity
323,演唱会,其他演唱会,深圳,activity
324,演唱会,其他演唱会,深圳,activity
325,展览休闲,展会,杭州,activity
326,展览休闲,展会,杭州,activity
327,展览休闲,展会,杭州,activity
328,展览休闲,展会,杭州,activity
329,展览休闲,展会,杭州,activity
330,展览休闲,展会,杭州,activity
331,展览休闲,展会,杭州,activity
332,展览休闲,展会,杭州,activity
333,展览休闲,展会,杭州,activity
334,展览休闲,展会,深圳,activity
335,展览休闲,展会,深圳,activity
336,展览休闲,展会,深圳,activity
337,展览休闲,展会,深圳,activity
338,展览休闲,展会,深圳,activity
339,展览休闲,展会,深圳,activity
340,展览休闲,展会,深圳,activity
341,展览休闲,展会,深圳,activity
342,展览休闲,展会,深圳,activity
343,话剧歌剧,话剧,上海,activity
344,话剧歌剧,话剧,上海,activity
345,话剧歌剧,话剧,上海,activity
346,话剧歌剧,话剧,上海,activity
347,话剧歌剧,话剧,上海,activity
348,话剧歌剧,话剧,上海,activity
349,话剧歌剧,话剧,上海,activity
350,话剧歌剧,话剧,上海,activity
351,话剧歌剧,话剧,上海,activity
352,话剧歌剧,话剧,上海,activity
353,话剧歌剧,话剧,上海,activity
354,话剧歌剧,话剧,上海,activity
355,话剧歌剧,话剧,上海,activity
356,话剧歌剧,话剧,上海,activity
357,话剧歌剧,话剧,上海,activity
358,话剧歌剧,话剧,上海,activity
359,话剧歌剧,话剧,上海,activity
360,话剧歌剧,话剧,上海,activity
361,音乐会,其他音乐会,济南,activity
362,音乐会,其他音乐会,济南,activity
363,音乐会,其他音乐会,济南,activity
364,音乐会,其他音乐会,济南,activity
365,音乐会,其他音乐会,济南,activity
366,音乐会,其他音乐会,济南,activity
367,音乐会,其他音乐会,济南,activity
368,音乐会,其他音乐会,济南,activity
369,音乐会,其他音乐会,济南,activity
370,演唱会,其他演唱会,西安,activity
371,演唱会,其他演唱会,西安,activity
372,演唱会,其他演唱会,西安,activity
373,演唱会,其他演唱会,西安,activity
374,演唱会,其他演唱会,西安,activity
375,演唱会,其他演唱会,西安,activity
376,演唱会,其他演唱会,西安,activity
377,演唱会,其他演唱会,西安,activity
378,演唱会,其他演唱会,西安,activity
379,音乐会,其他音乐会,上海,activity
380,音乐会,其他音乐会,上海,activity
381,音乐会,其他音乐会,上海,activity
382,音乐会,其他音乐会,上海,activity
383,音乐会,其他音乐会,上海,activity
384,音乐会,其他音乐会,上海,activity
385,音乐会,其他音乐会,上海,activity
386,音乐会,其他音乐会,上海,activity
387,音乐会,其他音乐会,上海,activity
388,儿童亲子,其他儿童亲子,石家庄,activity
389,儿童亲子,其他儿童亲子,石家庄,activity
390,儿童亲子,其他儿童亲子,石家庄,activity
391,儿童亲子,其他儿童亲子,石家庄,activity
392,儿童亲子,其他儿童亲子,石家庄,activity
393,儿童亲子,其他儿童亲子,石家庄,activity
394,儿童亲子,其他儿童亲子,石家庄,activity
395,儿童亲子,其他儿童亲子,石家庄,activity
396,儿童亲子,其他儿童亲子,石家庄,activity
397,展览休闲,展会,上海,activity
398,展览休闲,展会,上海,activity
399,展览休闲,展会,上海,activity
400,展览休闲,展会,上海,activity
401,展览休闲,展会,上海,activity
402,展览休闲,展会,上海,activity
403,展览休闲,展会,上海,activity
404,展览休闲,展会,上海,activity
405,展览休闲,展会,上海,activity
406,舞蹈芭蕾,舞蹈,杭州,activity
407,舞蹈芭蕾,舞蹈,杭州,activity
408,舞蹈芭蕾,舞蹈,杭州,activity
409,舞蹈芭蕾,舞蹈,杭州,activity
410,舞蹈芭蕾,舞蹈,杭州,activity
411,舞蹈芭蕾,舞蹈,杭州,activity
412,舞蹈芭蕾,舞蹈,杭州,activity
413,舞蹈芭蕾,舞蹈,杭州,activity
414,舞蹈芭蕾,舞蹈,杭州,activity
415,话剧歌剧,话剧,兴安盟,activity
416,话剧歌剧,话剧,兴安盟,activity
417,话剧歌剧,话剧,兴安盟,activity
418,话剧歌剧,话剧,兴安盟,activity
419,话剧歌剧,话剧,兴安盟,activity
420,话剧歌剧,话剧,兴安盟,activity
421,话剧歌剧,话剧,兴安盟,activity
422,话剧歌剧,话剧,兴安盟,activity
423,话剧歌剧,话剧,兴安盟,activity
424,展览休闲,特色体验,成都,activity
425,展览休闲,特色体验,成都,activity
426,展览休闲,特色体验,成都,activity
427,展览休闲,特色体验,成都,activity
428,展览休闲,特色体验,成都,activity
429,展览休闲,特色体验,成都,activity
430,展览休闲,特色体验,成都,activity
431,展览休闲,特色体验,成都,activity
432,展览休闲,特色体验,成都,activity
433,音乐会,室内乐及古乐,上海,activity
434,音乐会,室内乐及古乐,上海,activity
435,音乐会,室内乐及古乐,上海,activity
436,音乐会,室内乐及古乐,上海,activity
437,音乐会,室内乐及古乐,上海,activity
438,音乐会,室内乐及古乐,上海,activity
439,音乐会,室内乐及古乐,上海,activity
440,音乐会,室内乐及古乐,上海,activity
441,音乐会,室内乐及古乐,上海,activity
442,儿童亲子,其他儿童亲子,宜昌,activity
443,儿童亲子,其他儿童亲子,宜昌,activity
444,儿童亲子,其他儿童亲子,宜昌,activity
445,儿童亲子,其他儿童亲子,宜昌,activity
446,儿童亲子,其他儿童亲子,宜昌,activity
447,儿童亲子,其他儿童亲子,宜昌,activity
448,儿童亲子,其他儿童亲子,宜昌,activity
449,儿童亲子,其他儿童亲子,宜昌,activity
450,儿童亲子,其他儿童亲子,宜昌,activity
451,儿童亲子,其他儿童亲子,佛山,activity
452,儿童亲子,其他儿童亲子,佛山,activity
453,儿童亲子,其他儿童亲子,佛山,activity
454,儿童亲子,其他儿童亲子,佛山,activity
455,儿童亲子,其他儿童亲子,佛山,activity
456,儿童亲子,其他儿童亲子,佛山,activity
457,儿童亲子,其他儿童亲子,佛山,activity
458,儿童亲子,其他儿童亲子,佛山,activity
459,儿童亲子,其他儿童亲子,佛山,activity
460,展览休闲,展会,成都,activity
461,展览休闲,展会,成都,activity
462,展览休闲,展会,成都,activity
463,展览休闲,展会,成都,activity
464,展览休闲,展会,成都,activity
465,展览休闲,展会,成都,activity
466,展览休闲,展会,成都,activity
467,展览休闲,展会,成都,activity
468,展览休闲,展会,成都,activity
469,曲苑杂坛,戏曲,昆明,activity
470,曲苑杂坛,戏曲,昆明,activity
471,曲苑杂坛,戏曲,昆明,activity
472,曲苑杂坛,戏曲,昆明,activity
473,曲苑杂坛,戏曲,昆明,activity
474,曲苑杂坛,戏曲,昆明,activity
475,曲苑杂坛,戏曲,昆明,activity
476,曲苑杂坛,戏曲,昆明,activity
477,曲苑杂坛,戏曲,昆明,activity
478,展览休闲,展会,上海,activity
479,展览休闲,展会,上海,activity
480,展览休闲,展会,上海,activity
481,展览休闲,展会,上海,activity
482,展览休闲,展会,上海,activity
483,展览休闲,展会,上海,activity
484,展览休闲,展会,上海,activity
485,展览休闲,展会,上海,activity
486,展览休闲,展会,上海,activity
487,演唱会,其他演唱会,深圳,activity
488,演唱会,其他演唱会,深圳,activity
489,演唱会,其他演唱会,深圳,activity
490,演唱会,其他演唱会,深圳,activity
491,演唱会,其他演唱会,深圳,activity
492,演唱会,其他演唱会,深圳,activity
493,演唱会,其他演唱会,深圳,activity
494,演唱会,其他演唱会,深圳,activity
495,演唱会,其他演唱会,深圳,activity
496,儿童亲子,其他儿童亲子,柳州,activity
497,儿童亲子,其他儿童亲子,柳州,activity
498,儿童亲子,其他儿童亲子,柳州,activity
499,儿童亲子,其他儿童亲子,柳州,activity
500,儿童亲子,其他儿童亲子,柳州,activity
501,儿童亲子,其他儿童亲子,柳州,activity
502,儿童亲子,其他儿童亲子,柳州,activity
503,儿童亲子,其他儿童亲子,柳州,activity
504,儿童亲子,其他儿童亲子,柳州,activity
505,展览休闲,展会,上海,activity
506,展览休闲,展会,上海,activity
507,展览休闲,展会,上海,activity
508,展览休闲,展会,上海,activity
509,展览休闲,展会,上海,activity
510,展览休闲,展会,上海,activity
511,展览休闲,展会,上海,activity
512,展览休闲,展会,上海,activity
513,展览休闲,展会,上海,activity
514,展览休闲,特色体验,沈阳,activity
515,展览休闲,特色体验,沈阳,activity
516,展览休闲,特色体验,沈阳,activity
517,展览休闲,特色体验,沈阳,activity
518,展览休闲,特色体验,沈阳,activity
519,展览休闲,特色体验,沈阳,activity
520,展览休闲,特色体验,沈阳,activity
521,展览休闲,特色体验,沈阳,activity
522,展览休闲,特色体验,沈阳,activity
523,儿童亲子,其他儿童亲子,北京,activity
524,儿童亲子,其他儿童亲子,北京,activity
525,儿童亲子,其他儿童亲子,北京,activity
526,儿童亲子,其他儿童亲子,北京,activity
527,儿童亲子,其他儿童亲子,北京,activity
528,儿童亲子,其他儿童亲子,北京,activity
529,儿童亲子,其他儿童亲子,北京,activity
530,儿童亲子,其他儿童亲子,北京,activity
531,儿童亲子,其他儿童亲子,北京,activity
532,展览休闲,展会,合肥,activity
533,展览休闲,展会,合肥,activity
534,展览休闲,展会,合肥,activity
535,展览休闲,展会,合肥,activity
536,展览休闲,展会,合肥,activity
537,展览休闲,展会,合肥,activity
538,展览休闲,展会,合肥,activity
539,展览休闲,展会,合肥,activity
540,展览休闲,展会,合肥,activity
541,音乐会,室内乐及古乐,杭州,activity
542,音乐会,室内乐及古乐,杭州,activity
543,音乐会,室内乐及古乐,杭州,activity
544,音乐会,室内乐及古乐,杭州,activity
545,音乐会,室内乐及古乐,杭州,activity
546,音乐会,室内乐及古乐,杭州,activity
547,音乐会,室内乐及古乐,杭州,activity
548,音乐会,室内乐及古乐,杭州,activity
549,音乐会,室内乐及古乐,杭州,activity
550,话剧歌剧,话剧,上海,activity
551,话剧歌剧,话剧,上海,activity
552,话剧歌剧,话剧,上海,activity
553,话剧歌剧,话剧,上海,activity
554,话剧歌剧,话剧,上海,activity
555,话剧歌剧,话剧,上海,activity
556,话剧歌剧,话剧,上海,activity
557,话剧歌剧,话剧,上海,activity
558,话剧歌剧,话剧,上海,activity
559,演唱会,其他演唱会,武汉,activity
560,演唱会,其他演唱会,武汉,activity
561,演唱会,其他演唱会,武汉,activity
562,演唱会,其他演唱会,武汉,activity
563,演唱会,其他演唱会,武汉,activity
564,演唱会,其他演唱会,武汉,activity
565,演唱会,其他演唱会,武汉,activity
566,演唱会,其他演唱会,武汉,activity
567,演唱会,其他演唱会,武汉,activity
568,音乐会,其他音乐会,成都,activity
569,音乐会,其他音乐会,成都,activity
570,音乐会,其他音乐会,成都,activity
571,音乐会,其他音乐会,成都,activity
572,音乐会,其他音乐会,成都,activity
573,音乐会,其他音乐会,成都,activity
574,音乐会,其他音乐会,成都,activity
575,音乐会,其他音乐会,成都,activity
576,音乐会,其他音乐会,成都,activity
577,演唱会,流行,广州,activity
578,演唱会,流行,广州,activity
579,演唱会,流行,广州,activity
580,演唱会,流行,广州,activity
581,演唱会,流行,广州,activity
582,演唱会,流行,广州,activity
583,演唱会,流行,广州,activity
584,演唱会,流行,广州,activity
585,演唱会,流行,广州,activity
586,体育,球类运动,青岛,activity
587,体育,球类运动,青岛,activity
588,体育,球类运动,青岛,activity
589,体育,球类运动,青岛,activity
590,体育,球类运动,青岛,activity
591,体育,球类运动,青岛,activity
592,体育,球类运动,青岛,activity
593,体育,球类运动,青岛,activity
594,体育,球类运动,青岛,activity
595,曲苑杂坛,其他曲苑杂坛,北京,activity
596,曲苑杂坛,其他曲苑杂坛,北京,activity
597,曲苑杂坛,其他曲苑杂坛,北京,activity
598,曲苑杂坛,其他曲苑杂坛,北京,activity
599,曲苑杂坛,其他曲苑杂坛,北京,activity
600,曲苑杂坛,其他曲苑杂坛,北京,activity
601,曲苑杂坛,其他曲苑杂坛,北京,activity
602,曲苑杂坛,其他曲苑杂坛,北京,activity
603,曲苑杂坛,其他曲苑杂坛,北京,activity
604,音乐会,管弦乐,西安,activity
605,音乐会,管弦乐,西安,activity
606,音乐会,管弦乐,西安,activity
607,音乐会,管弦乐,西安,activity
608,音乐会,管弦乐,西安,activity
609,音乐会,管弦乐,西安,activity
610,音乐会,管弦乐,西安,activity
611,音乐会,管弦乐,西安,activity
612,音乐会,管弦乐,西安,activity
613,舞蹈芭蕾,舞蹈,广州,activity
614,舞蹈芭蕾,舞蹈,广州,activity
615,舞蹈芭蕾,舞蹈,广州,activity
616,舞蹈芭蕾,舞蹈,广州,activity
617,舞蹈芭蕾,舞蹈,广州,activity
618,舞蹈芭蕾,舞蹈,广州,activity
619,舞蹈芭蕾,舞蹈,广州,activity
620,舞蹈芭蕾,舞蹈,广州,activity
621,舞蹈芭蕾,舞蹈,广州,activity
622,展览休闲,展会,成都,activity
623,展览休闲,展会,成都,activity
624,展览休闲,展会,成都,activity
625,展览休闲,展会,成都,activity
626,展览休闲,展会,成都,activity
627,展览休闲,展会,成都,activity
628,展览休闲,展会,成都,activity
629,展览休闲,展会,成都,activity
630,展览休闲,展会,成都,activity
631,体育,田径,国际及港澳台,activity
632,体育,田径,国际及港澳台,activity
633,体育,田径,国际及港澳台,activity
634,体育,田径,国际及港澳台,activity
635,体育,田径,国际及港澳台,activity
636,体育,田径,国际及港澳台,activity
637,体育,田径,国际及港澳台,activity
638,体育,田径,国际及港澳台,activity
639,体育,田径,国际及港澳台,activity
640,体育,球类运动,廊坊,activity
641,体育,球类运动,廊坊,activity
642,体育,球类运动,廊坊,activity
643,体育,球类运动,廊坊,activity
644,体育,球类运动,廊坊,activity
645,体育,球类运动,廊坊,activity
646,体育,球类运动,廊坊,activity
647,体育,球类运动,廊坊,activity
648,体育,球类运动,廊坊,activity
649,演唱会,流行,宁波,activity
650,演唱会,流行,宁波,activity
651,演唱会,流行,宁波,activity
652,演唱会,流行,宁波,activity
653,演唱会,流行,宁波,activity
654,演唱会,流行,宁波,activity
655,演唱会,流行,宁波,activity
656,演唱会,流行,宁波,activity
657,演唱会,流行,宁波,activity
658,曲苑杂坛,相声,西安,activity
659,曲苑杂坛,相声,西安,activity
660,曲苑杂坛,相声,西安,activity
661,曲苑杂坛,相声,西安,activity
662,曲苑杂坛,相声,西安,activity
663,曲苑杂坛,相声,西安,activity
664,曲苑杂坛,相声,西安,activity
665,曲苑杂坛,相声,西安,activity
666,曲苑杂坛,相声,西安,activity
667,展览休闲,特色体验,成都,activity
668,展览休闲,特色体验,成都,activity
669,展览休闲,特色体验,成都,activity
670,展览休闲,特色体验,成都,activity
671,展览休闲,特色体验,成都,activity
672,展览休闲,特色体验,成都,activity
